page	left	top	code
1	474	621	
1	477	700	
1	560	718	
2	469	231	
2	499	447	
2	504	477	
2	531	545	
2	463	643	
2	567	643	
2	522	818	          file
2	528	837	
2	736	973	            R
3	186	158	R CMD javareconf JAVA_HOME=/usr/lib/jvm/java-1.7.0
3	475	406	
3	489	431	
3	486	494	
3	460	556	
3	477	755	
3	676	1123	     JAVA_HOME
4	522	344	
4	567	828	
5	544	785	
6	474	684	
6	531	684	
6	576	883	
